ContaID;Agencia;Tipo_Conta;Nome_Cliente;CPF_Cliente;Data_Abertura;Saldo_Atual;Limite_Credito;Data_Ultimo_Movimento;Status_Conta;Score_Credito;Renda_Mensal
62079-E;4734;Corrente;Thiago Campos;230.175.648-35;2020-11-23;38028.54;32.73;2021-07-06;Encerrada;213;14003.19
81896-H;5900;Corrente;Manuella Moraes;852.041.376-53;2021-10-25;47060.79;183.89;2023-11-21;Em Atraso;661;4251.29
39445-O;3665;Corrente;Cecilia Macedo;154.689.320-24;2016-11-21;14261.69;144.62;2022-04-03;Inativa;599;9932.05
54927-J;9685;Corrente;Rhavi Casa Grande;319.085.726-12;2024-04-10;-715.64;157.43;2025-01-20;Encerrada;733;19846.03
27209-K;4566;Salário;Natália da Costa;985.174.032-23;2021-02-15;19288.05;83.0;2023-06-24;Encerrada;330;11288.42
24703-T;7831;Poupança;Ágatha Mendes;049.752.138-50;2022-08-01;4848.07;73.93;2022-09-10;Inativa;390;9509.91
11026-I;5630;Corrente;Luan Moreira;743.851.062-07;2024-03-03;27873.21;97.64;2024-11-15;Em Atraso;368;10026.85
12304-S;5786;Poupança;Sr. Levi Melo;953.421.068-42;2021-08-31;10339.65;84.03;2022-04-01;Inativa;311;9039.0
41046-I;1879;Salário;Dra. Catarina Gomes;768.143.295-73;2017-07-15;2539.93;166.65;2017-09-03;Encerrada;972;9801.63
63422-D;5457;Corrente;Dr. Ravi Lucca Nascimento;741.053.628-44;2023-11-02;1300.84;68.78;2024-07-06;Em Atraso;617;12177.49
52770-P;8685;Salário;Mirella Sousa;073.926.418-40;2023-09-25;19195.93;1113.84;2023-12-02;Encerrada;485;13063.18
77692-I;1604;Poupança;Alana Pinto;758.304.129-50;2017-10-05;40245.23;88.28;2024-05-22;Ativa;590;13819.24
52084-H;4251;Corrente;Caio Rezende;109.457.683-20;2015-04-24;5290.32;29.33;;Encerrada;146;19491.0
81248-E;7559;Corrente;Srta. Jade Montenegro;209.763.154-16;2020-10-02;22135.35;131.37;2022-02-16;Ativa;869;19359.89
20529-B;8514;Corrente;Heloísa Aragão;679.124.830-04;2023-04-14;43350.29;5.78;2024-06-11;Ativa;44;13645.64
46265-S;3214;Corrente;Thomas Siqueira;362.819.450-42;2022-09-19;36184.4;3.19;2023-12-03;Ativa;31;8144.91
59239-M;3106;Corrente;Ágatha Gonçalves;741.596.028-94;2022-06-04;13434.6;129.59;2024-03-28;Ativa;920;1939.35
57629-R;3802;Corrente;Giovanna Viana;356.179.408-48;2022-03-28;31895.47;145.67;2024-12-12;Em Atraso;814;8981.62
40059-S;4264;Poupança;Murilo Almeida;320.967.415-99;2023-07-08;40103.83;41.91;2024-02-28;Em Atraso;186;4649.87
63474-Z;1254;Poupança;Ana Cecília da Rocha;052.197.386-40;2015-04-10;20729.43;52.39;2024-06-25;Inativa;247;18353.73
84374-O;1367;Poupança;Ana Luiza Duarte;439.205.186-24;2020-02-08;41907.46;61.59;2024-10-18;Inativa;275;118938.36
74831-I;7977;Corrente;Benicio Nascimento;926.304.871-13;2020-08-04;20064.37;1.98;2023-12-30;Ativa;11;10141.8
90439-A;7244;Poupança;Isaac Gomes;043.918.275-14;2024-10-24;32890.66;6.46;2025-01-19;Encerrada;62;9682.26
42649-B;;Salário;André Sá;109.784.523-05;2016-11-17;42608.82;80.28;2018-01-07;Em Atraso;287;14691.81
94068-I;1719;Salário;Sr. Isaque Rocha;048.953.671-93;2023-06-16;31320.14;17.28;2024-08-27;Ativa;117;17157.61
84042-E;8545;Poupança;Larissa Nunes;407.286.195-20;2023-09-21;30866.79;89.46;2024-01-08;Em Atraso;782;13544.19
82783-C;3882;Corrente;Davi Luiz Martins;052.987.614-02;2022-11-01;28898.7;45.73;2023-01-09;Em Atraso;250;3162.64
10331-G;3005;Salário;Ryan Fernandes;108.675.294-58;2017-01-08;41094.53;79.54;2021-05-25;Em Atraso;272;4464.5
30371-L;8585;Corrente;Lorena Campos;924.507.386-65;2023-09-25;33442.41;152.0;2024-09-18;Ativa;651;13319.23
43346-Z;4062;Poupança;Caleb Rios;485.637.102-90;2018-02-26;30676.66;137.51;2019-09-19;Inativa;748;2077.76
37724-E;3735;Corrente;Matheus Azevedo;046.351.279-07;2022-06-07;41248.5;61.57;2024-07-29;Em Atraso;231;19681.03
86034-T;5903;Poupança;Pedro Lucas Melo;346.875.201-62;2018-03-17;377325.06;67.3;2023-03-07;Inativa;262;15999.94
33478-J;7214;Poupança;Maria Cecília das Neves;642.973.081-69;2016-06-11;40556.65;8.13;2024-04-07;Ativa;72;4731.2
98197-X;8585;Corrente;Luiz Miguel Cavalcante;174.086.359-39;2019-09-25;23927.56;46.36;2024-04-07;Em Atraso;330;19894.24
67865-W;2303;Salário;Pietra Gomes;452.087.693-10;2023-12-14;8752.48;148.07;2024-04-23;Em Atraso;717;6382.31
11387-L;9443;Poupança;Dr. Isaque Jesus;;2023-07-26;19643.17;44.86;2024-06-24;Ativa;177;19257.89
98202-I;8242;Corrente;Felipe Casa Grande;742.968.310-03;2016-01-07;13285.91;119.31;;;467;2257.02
41757-D;5708;Poupança;Ana Sophia Pereira;689.413.527-46;2022-04-08;47431.22;706.48;2022-04-16;Em Atraso;878;3266.96
69209-O;4154;;Dra. Marcela Moraes;849.126.750-67;2015-02-18;5166.47;80.85;2021-10-24;Ativa;483;13471.39
88211-D;1887;Poupança;Francisco Alves;056.378.492-00;2020-03-08;47403.71;159.85;2021-04-20;Ativa;577;18199.64
54804-K;6258;Salário;Dr. Nicolas Caldeira;537.096.812-86;2022-02-19;16914.08;1.13;2023-02-01;Inativa;9;18374.13
13850-C;7026;Corrente;Emanuella Cavalcante;136.598.072-30;2023-08-25;40183.59;86.01;2024-04-29;Em Atraso;655;16318.78
22950-G;3327;Poupança;Dra. Luísa Rodrigues;023.861.547-26;2022-07-27;13430.25;86.09;2025-01-21;Em Atraso;375;8712.38
97487-B;5392;Corrente;Luiz Gustavo Vieira;241.379.856-00;2015-12-09;29047.95;61.49;2023-12-03;Ativa;419;8376.48
48451-E;7383;Corrente;Juan Correia;850.612.493-05;2018-07-04;30315.08;58.13;2022-12-18;Em Atraso;402;10422.91
14491-Q;8935;Poupança;Elisa Costela;029.531.847-32;2023-01-29;34094.99;3.4;2024-05-03;Inativa;32;7365.94
88468-S;1002;Poupança;Dra. Allana Santos;246.930.157-25;2023-08-15;45697.98;69.57;;Em Atraso;573;13982.45
76321-I;8445;Poupança;Dra. Ana Laura Cunha;640.827.593-10;2016-06-02;36495.66;20.82;2017-06-22;Inativa;125;11019.97
72870-S;1906;;Sra. Luara Duarte;691.042.358-51;2023-05-14;38770.69;75.8;2024-09-21;Em Atraso;459;17313.82
63662-V;5560;Salário;Sr. Otávio Ribeiro;361.982.745-19;;18282.36;99.5;2020-09-29;Inativa;489;4454.6
23338-E;5074;;Mirella Fernandes;428.759.601-30;2024-11-15;14076.05;713.48;2024-12-14;Encerrada;533;9410.97
53861-K;;Corrente;João Miguel das Neves;876.059.324-56;2018-12-29;47768.86;173.9;2019-09-17;Inativa;973;17545.16
77067-Y;5821;Salário;Ana Sophia Moura;297.354.086-00;2023-06-14;46363.84;61.96;2024-02-19;Ativa;225;17175.11
27459-Y;2965;Poupança;Luara Pinto;849.132.607-31;2023-03-15;3081.22;76.63;2024-11-02;Encerrada;376;1264.5
20284-M;6392;Corrente;Sr. Enzo Duarte;203.795.684-38;;;177.06;2022-03-05;Ativa;731;4432.53
99281-G;7982;Corrente;Rodrigo Pastor;581.023.497-60;2023-10-14;43754.88;144.71;2023-12-01;Encerrada;583;8037.74
44652-O;6202;Corrente;Antonella Montenegro;248.596.037-29;2017-11-03;34768.22;90.33;2020-12-24;Inativa;624;18750.08
35746-W;7006;Corrente;Mariane Câmara;195.486.732-82;2020-05-12;1599.77;22.26;2022-12-03;Inativa;157;17913.11
52745-N;4472;Corrente;Srta. Melissa Ramos;425.301.798-32;2020-02-05;5321.04;60.46;2020-12-02;Inativa;474;19294.8
22576-A;4278;Salário;;234.176.908-03;2016-12-26;10853.68;243.38;2024-09-04;Ativa;875;6894.51
51321-T;2418;Poupança;Hadassa Mendes;395.460.128-15;2018-09-13;20479.79;87.62;2022-05-12;Ativa;517;9470.19
18431-J;2993;Salário;;235.904.781-79;2018-09-01;30289.76;28.65;2023-07-06;Em Atraso;117;12970.5
17547-X;8149;Poupança;Manuella Oliveira;319.580.267-86;2022-05-15;9115.18;108.5;2023-11-24;Em Atraso;843;18138.46
23615-N;5110;Corrente;Kaique Rocha;276.439.018-13;2020-06-09;282.84;93.36;2022-02-06;Inativa;522;6709.82
22360-L;5940;Poupança;Manuela Porto;136.057.498-01;2018-10-26;30909.35;202.0;2021-10-03;Ativa;726;2630.26
97550-U;2599;Salário;Caleb Ramos;481.203.695-05;2016-02-02;-758.84;141.08;2018-11-12;Encerrada;487;15191.9
28788-F;3422;Corrente;Olivia Souza;859.240.316-24;2021-06-12;33516.91;71.71;2022-07-06;Em Atraso;473;19208.88
53323-Y;1989;Corrente;Cecília Moura;548.703.196-75;2018-01-08;37297.48;13.43;2024-02-26;Inativa;69;5140.92
23573-R;8445;Poupança;Daniel Borges;834.752.069-00;2020-04-12;47662.87;204.46;2024-03-30;Ativa;964;14336.61
15091-G;9327;Salário;Paulo Leão;496.573.820-92;2016-04-13;325059.16;110.56;2021-03-08;Inativa;649;15496.78
37592-K;6371;Salário;Maysa Leão;194.032.586-24;2022-02-19;37029.44;178.23;2024-09-02;Inativa;631;15933.8
;1393;Poupança;Caio Albuquerque;324.618.957-91;2020-03-26;31908.64;16.26;2024-08-14;Em Atraso;114;7757.33
31234-M;9080;Salário;Dra. Amanda Rocha;960.347.512-25;2015-07-31;37975.89;69.14;2019-10-18;Em Atraso;344;5834.95
67294-R;7754;Poupança;Ana Clara Cirino;749.023.658-47;2019-12-01;21383.62;62.19;2022-05-19;Ativa;209;17020.04
33839-E;7220;Salário;Bernardo Pinto;802.136.745-80;2021-09-08;;61.4;2023-04-22;Em Atraso;27;6941.61
57921-Q;3067;Corrente;Lorena Rios;425.601.789-58;2022-01-25;24462.65;165.54;2023-11-19;Em Atraso;573;18521.02
41945-Z;2068;Salário;Juan da Cruz;562.307.891-59;2023-01-11;13059.21;180.96;2024-06-09;Ativa;737;18715.39
88723-X;6748;Poupança;João Gabriel Souza;;2023-12-21;9581.25;25.65;2024-12-02;Ativa;95;18402.48
97323-G;9300;Salário;Ana Júlia da Rocha;274.589.016-67;2023-09-24;38266.3;177.11;2024-11-28;Encerrada;755;14611.21
19396-Z;4617;Salário;Dra. Bella Novais;567.823.901-59;2015-10-21;;119.04;2019-09-30;Inativa;680;3460.11
55836-Q;9611;Corrente;João Miguel Vieira;970.621.845-94;2021-04-08;2776.41;137.41;2023-07-10;Ativa;636;3936.01
83864-D;;Salário;Mateus da Luz;382.160.594-42;2017-06-03;;139.03;2020-10-11;Em Atraso;593;2825.32
91928-T;1819;Poupança;Júlia Correia;851.460.739-10;2021-08-26;9128.14;34.54;2024-05-14;Inativa;159;8755.56
34446-J;6845;Poupança;Sabrina Ribeiro;428.031.697-03;2021-10-20;46258.53;199.25;2023-06-05;Em Atraso;792;12914.18
53524-C;3213;Corrente;Zoe Rios;420.817.356-44;2024-10-09;48912.29;28.46;2024-12-23;Encerrada;171;10245.66
84713-L;5110;Poupança;Anna Liz Novaes;716.529.480-58;2020-04-08;23275.85;120.52;2021-12-22;Ativa;500;18620.95
31991-O;9361;Poupança;Cecília Cirino;971.456.382-82;2022-12-08;32857.45;8.61;2023-09-30;Inativa;66;5144.41
50748-T;1446;Salário;Enrico Novaes;279.163.485-19;2020-08-04;7566.92;144.55;2021-04-16;Em Atraso;531;4550.25
73745-O;4022;Corrente;Pedro Henrique Vargas;174.509.368-01;2021-04-13;14099.81;7.4;2023-12-12;Inativa;36;16838.45
94619-V;6703;Corrente;Vitor Marques;972.863.145-64;2023-02-17;34865.72;205.21;2023-08-26;Ativa;916;
24466-L;1290;Corrente;Sra. Laura Abreu;081.469.532-98;2015-11-10;9083.79;35.37;2017-06-06;Ativa;252;9253.21
90617-M;3852;Corrente;Vicente Vieira;572.461.398-00;2019-04-07;2211.42;95.25;2024-08-01;Encerrada;378;13015.23
66658-E;2555;Salário;José Miguel Rezende;897.145.026-67;2016-07-19;5733.49;80.25;2019-02-15;Inativa;303;4600.37
53239-R;7616;Corrente;Srta. Emanuella Casa Grande;392.168.547-82;2015-08-19;41380.44;82.5;2017-01-21;Em Atraso;458;10817.22
44039-F;3659;Corrente;Maria Julia Cavalcante;081.294.657-01;2018-10-12;5898.09;119.56;2022-09-13;Em Atraso;945;14359.34
36089-N;5296;Poupança;Ana Liz Fernandes;319.465.870-01;2023-05-10;14958.19;120.86;2023-05-13;Em Atraso;779;10960.61
90658-G;5153;Salário;Sr. Luan Sales;807.395.614-48;2021-07-02;4872.69;35.22;2022-03-04;Inativa;120;3668.91
96457-H;7540;Poupança;Danilo Souza;142.039.865-24;2017-12-05;20053.12;19.24;2020-02-03;Inativa;67;5594.48
77423-B;7576;Corrente;Brayan Pires;703.865.294-00;2021-02-14;162681.77;196.67;2022-05-30;Em Atraso;690;15940.04
35367-L;4282;Corrente;Heloisa Ferreira;734.250.869-10;2023-01-16;18229.24;100.22;2023-09-10;Inativa;680;4950.51
11912-X;3530;Salário;Gabriel Sousa;201.673.589-95;2017-12-30;1001.28;53.04;2023-07-17;Encerrada;240;1441.94
63973-M;4014;Poupança;Otávio Rios;507.613.482-71;2018-12-04;43955.8;138.33;2023-11-24;Em Atraso;585;6742.0
58673-V;3962;Salário;João Cavalcante;279.653.108-21;2017-07-29;26052.89;29.01;2019-04-02;Inativa;277;7107.61
64209-G;4839;Poupança;Kevin da Rocha;421.680.975-85;2015-12-28;29282.13;54.46;2016-01-12;Encerrada;272;18068.0
83188-C;7558;Salário;Maria Julia Macedo;043.725.619-70;2020-01-09;9994.44;169.77;2022-03-31;Em Atraso;590;12142.27
81010-D;6893;Corrente;Pedro Miguel Azevedo;812.493.560-24;;25404.37;62.57;2021-04-23;Ativa;216;4179.89
51313-O;5219;Poupança;Matheus Montenegro;341.659.807-57;2021-07-29;38384.02;82.61;2024-05-24;Em Atraso;512;12795.52
45829-T;5101;Corrente;Ana Vitória Pires;437.891.502-23;2021-12-29;19835.49;140.25;2024-03-22;Encerrada;526;7551.36
60882-Y;7398;Poupança;Ryan da Mata;893.205.741-97;2015-08-09;30482.99;72.88;2023-01-02;Encerrada;479;2965.89
64889-B;2687;Salário;Paulo Casa Grande;273.408.965-38;2023-08-21;49896.72;69.18;2024-01-21;Em Atraso;425;7573.58
49271-P;5837;Corrente;Amanda Brito;987.514.320-05;2024-02-11;37344.45;17.23;2025-01-07;Inativa;73;10624.64
18432-O;3760;Poupança;Anna Liz Cirino;531.289.476-19;2023-09-05;8705.84;66.96;2023-11-03;Inativa;641;7146.06
87063-C;8555;Poupança;Henrique Nascimento;025.947.813-04;2017-04-25;175.71;220.39;2023-11-16;Encerrada;819;11087.58
31026-F;9678;Salário;Amanda Borges;742.069.351-06;2018-05-16;1271.33;158.39;2019-05-17;Em Atraso;626;10640.52
23257-C;6985;Salário;Dr. João Pedro Fernandes;618.045.723-90;2021-12-23;21991.17;103.31;2024-01-26;Inativa;410;12452.73
69885-N;4106;Poupança;Zoe da Paz;210.589.743-60;2017-02-07;41812.51;61.9;2019-10-22;Inativa;547;11198.86
45374-J;5152;Corrente;Diogo Lopes;891.032.574-79;2018-10-15;12099.18;;2021-01-15;Ativa;714;5982.51
10151-P;3174;Poupança;Manuella Borges;270.814.956-30;2017-03-13;15455.4;216.69;2024-11-16;Encerrada;747;7948.79
41344-V;2525;Poupança;Sra. Isabela Nogueira;;2024-07-15;-931.4;84.98;2024-07-23;Inativa;479;4344.71
66703-A;7404;Corrente;Luiz Fernando Silveira;146.892.750-76;2018-06-17;9155.52;10.27;2024-05-20;Ativa;83;5950.8
55226-O;4903;Corrente;Lucas Gabriel Alves;547.120.893-50;2023-02-24;37772.73;74.34;2024-05-23;Inativa;305;13649.34
60028-Q;8711;Salário;Lívia Alves;035.812.947-88;2023-10-16;35435.49;125.17;2023-12-03;Encerrada;698;4927.95
83221-Y;1862;Poupança;Aylla Santos;319.280.764-40;2020-03-16;-154.36;64.48;2022-07-06;Ativa;218;13354.08
57572-W;2456;Poupança;Pietro Gonçalves;541.079.682-94;2022-11-11;3078.32;205.67;2024-08-28;Inativa;701;19421.53
23011-J;9910;Poupança;Gael Nunes;571.293.804-97;2021-07-31;16379.42;159.4;2022-03-23;Encerrada;614;4045.29
54138-N;8553;Poupança;Sra. Amanda Rodrigues;521.943.706-25;2015-02-28;25425.9;10.29;2024-06-11;Encerrada;75;19087.54
72339-U;2852;Poupança;Ayla Freitas;538.719.026-59;2015-06-18;11023.12;170.14;2019-04-20;Inativa;775;5729.65
41497-K;2846;Salário;Ana Sophia Pacheco;572.061.843-08;2024-01-16;43749.89;125.69;2024-01-21;Ativa;457;2486.23
25309-H;5277;Salário;Maysa Casa Grande;780.296.341-96;2022-02-28;25922.97;100.3;2023-10-11;Em Atraso;341;10934.69
61751-G;1883;Salário;Pedro Henrique Pacheco;653.487.290-00;2017-09-20;32689.32;215.32;2019-11-04;Ativa;988;10916.41
66180-J;5710;Salário;Julia Brito;743.560.298-10;2023-08-25;25558.0;82.01;2023-10-18;Inativa;330;6467.91
29365-E;8429;Corrente;Carolina Siqueira;719.842.305-14;2019-08-17;743.84;158.4;2021-12-15;Inativa;876;6441.08
46801-D;3140;Corrente;Antônio Correia;621.437.908-13;2017-11-08;40576.06;97.58;2019-09-19;Inativa;366;10803.91
90682-W;3389;Corrente;Maria Clara Moreira;786.942.135-91;2022-08-18;;106.35;2024-09-11;Encerrada;410;13772.12
30069-T;3375;Poupança;Sr. Pietro Sampaio;692.057.143-99;2019-03-30;39458.59;102.79;2019-11-19;Encerrada;637;7663.51
48410-R;5182;Salário;Diego Nunes;836.401.952-05;2023-06-02;24387.05;175.16;2024-10-27;Em Atraso;613;18672.86
62404-F;8830;Poupança;Joana Gomes;438.962.507-10;;31734.8;162.1;2023-08-25;Ativa;801;10001.15
95461-B;1871;Poupança;Luísa Moreira;796.812.035-77;2020-12-17;1792.12;20.24;2022-04-16;Encerrada;105;19588.68
95487-Y;7204;Corrente;Maria Campos;713.264.950-70;;34539.62;97.72;2023-10-12;Encerrada;547;13377.39
31704-P;6923;Corrente;Maria Julia Melo;341.560.728-35;2021-01-01;-808.23;46.28;2023-01-21;Inativa;379;14224.86
15649-L;2428;Corrente;Oliver Camargo;492.316.587-19;2021-07-18;1864.94;203.89;2021-08-23;Encerrada;979;8492.29
22928-G;7184;Corrente;Ana Cecília Abreu;153.874.620-44;2022-02-03;33922.21;85.35;2024-01-31;Encerrada;499;10311.09
68204-L;1692;Corrente;Ana Laura Cassiano;491.802.736-96;2016-06-16;42224.28;82.09;2017-01-23;Em Atraso;411;7269.61
40036-K;2903;Poupança;Sr. Levi Duarte;316.457.820-26;2017-07-30;;;2021-03-07;Inativa;802;3835.01
82591-I;1454;Corrente;Matteo Farias;257.401.836-26;2020-12-18;247547.46;12.67;2022-11-21;Inativa;80;10888.97
96041-V;4423;Poupança;Sr. Theo Machado;790.468.231-13;2019-02-09;26487.76;52.58;2021-09-16;Em Atraso;230;3649.77
56820-Y;;Poupança;Luiz Gustavo Azevedo;041.758.639-66;2022-08-28;2271.06;5.36;2023-01-09;Inativa;34;11022.93
99199-S;3840;Salário;Marcos Vinicius Rezende;675.839.201-59;2021-02-19;46548.02;41.88;2021-11-09;Encerrada;354;14382.83
93749-T;3569;Corrente;Emilly Barros;235.918.746-55;2021-11-05;13870.94;21.68;2022-05-06;Inativa;145;6733.13
53278-V;4657;Corrente;Gabriel Farias;457.310.692-80;2022-07-26;32218.09;165.28;2023-07-18;Inativa;720;7588.77
69318-O;3018;Poupança;Dra. Rebeca Silva;183.267.945-46;2018-02-11;47686.79;81.37;2021-10-24;Inativa;573;9758.07
85076-F;1985;Poupança;Ágatha da Rosa;908.361.547-20;2015-05-16;2932.75;131.29;;Encerrada;660;4940.51
87470-S;9713;Salário;Alexia Moreira;683.957.410-57;2019-11-01;34316.05;80.96;2020-02-08;Em Atraso;725;5661.58
38348-D;1274;Corrente;Pedro Henrique da Paz;490.675.318-39;2017-04-15;164194.86;89.02;2023-12-06;Inativa;432;11872.05
38471-E;8490;Corrente;Rebeca Azevedo;435.197.802-32;2015-09-04;4985.6;231.79;2020-03-30;Ativa;984;67062.03
78128-X;2361;Poupança;Srta. Eloá da Mota;563.291.478-09;2017-08-30;23195.84;132.16;2018-01-07;Inativa;504;1927.43
58473-S;8968;Salário;Maria Helena Pimenta;875.492.613-00;2024-05-09;10692.65;12.66;2024-10-11;Ativa;99;6467.63
91447-E;9986;;Cauã Nascimento;024.365.819-24;2015-11-04;40974.02;198.39;2021-10-03;Inativa;769;10671.78
16101-O;5497;Poupança;Sra. Maria Eduarda da Rosa;789.461.523-46;2016-05-20;27126.17;141.01;2020-06-05;Em Atraso;878;10923.88
61150-U;7913;Poupança;Rafael da Luz;301.729.684-96;2020-05-26;13881.62;14.75;2023-04-25;Inativa;96;7052.56
81271-T;8600;Corrente;Pedro Miguel Correia;392.874.150-05;2015-02-03;1225.48;148.44;2023-11-25;Encerrada;518;16888.16
22567-W;7322;Salário;Sra. Manuella Machado;056.217.489-30;2021-07-05;39707.6;12.85;2021-08-09;Encerrada;64;10175.54
32447-J;8203;Poupança;Calebe Cirino;854.372.069-92;2023-11-01;;37.18;2024-04-20;Em Atraso;220;18940.45
47603-L;1524;Corrente;Thiago Fogaça;329.705.486-74;2017-12-08;15335.86;;2023-08-29;Ativa;941;17136.15
38461-T;3109;Poupança;Marcos Vinicius Novais;168.203.497-69;2023-03-10;406.96;80.82;2023-11-04;Inativa;692;4624.56
73098-W;3514;Corrente;Bárbara Ramos;012.543.867-26;2017-07-17;27072.92;17.96;2019-05-23;Ativa;78;3883.12
66754-C;9526;;Luana Moraes;140.937.526-99;2023-04-13;9840.09;115.79;2024-04-28;Inativa;544;11973.35
33792-E;1743;Salário;Emanuel Peixoto;637.940.182-22;2019-01-30;10901.95;42.34;2019-06-26;Encerrada;403;2095.62
79249-J;6677;Poupança;Maria Luiza Gomes;435.806.219-98;2016-08-17;8921.18;39.17;2018-09-19;Inativa;315;11990.84
81288-H;9731;Salário;Nicolas Costa;809.632.174-96;2018-12-01;674.21;76.34;2022-02-07;Encerrada;735;14497.3
48840-E;5337;Salário;Joaquim Porto;832.057.961-95;2023-04-07;722.92;86.79;2024-04-04;Em Atraso;461;12226.6
59684-S;7910;Salário;Gael Freitas;549.687.120-49;2016-06-03;19926.17;234.65;2017-02-10;Encerrada;947;16178.03
89285-S;7790;Corrente;Agatha Lopes;378.962.145-55;2016-09-26;33095.92;119.69;2023-11-05;Ativa;659;11362.73
23192-N;7849;Corrente;Josué Guerra;067.348.295-29;2018-11-20;10983.36;196.19;2019-09-13;Encerrada;872;11723.08
66957-M;9286;Corrente;;046.583.172-90;;14973.21;38.79;2024-03-05;Em Atraso;319;14056.93
43958-O;;Corrente;Sra. Melina Rocha;974.650.238-74;2017-04-18;24466.64;96.05;2020-01-10;Ativa;857;10005.31
96415-W;8606;Poupança;Dra. Gabrielly Freitas;719.428.065-58;2015-11-09;41442.05;28.54;2023-02-04;;214;3312.23
21028-B;9097;Salário;Eloá Brito;634.572.810-17;2024-12-23;40986.77;160.15;2025-01-18;Encerrada;919;8276.4
24303-V;3673;Corrente;Gabriela Sousa;106.238.549-70;2017-11-29;11523.1;68.38;2024-03-09;Em Atraso;620;12335.81
49630-K;7575;Salário;;470.326.815-90;2017-05-14;6030.18;93.54;2019-03-12;Em Atraso;922;1849.41
46642-P;7125;Salário;Dra. Jade Moraes;384.927.061-04;2022-12-04;39488.79;109.52;2023-05-26;Inativa;383;5008.43
59834-J;8175;Poupança;Maria Luiza Farias;960.542.781-85;2020-12-28;25367.58;49.81;2021-07-26;Ativa;341;11841.47
36795-K;2325;Poupança;Apollo Barbosa;;2024-06-30;14506.15;78.83;2024-07-12;Em Atraso;335;18383.71
60019-W;3368;Corrente;Camila Santos;320.795.481-23;2015-06-12;23997.86;32.23;2019-12-07;Encerrada;264;11922.57
43088-Q;8361;Salário;Sra. Liz Gomes;406.278.519-67;2017-07-07;22515.36;153.14;2022-02-10;Ativa;826;55532.66
19899-W;8031;Corrente;Dr. Enzo Castro;657.280.193-40;2017-01-25;33032.65;74.19;2020-09-26;Inativa;423;16970.85
94292-O;8536;Poupança;Isabel da Rocha;039.125.768-40;2019-04-19;6735.38;;2024-12-05;Encerrada;620;12347.35
31986-C;6801;Corrente;Laura Aragão;179.502.863-77;2023-02-15;9840.24;144.35;2024-08-16;;750;18918.53
23180-D;9161;Corrente;Mirella da Cunha;867.059.431-57;2023-10-01;7079.41;82.11;2023-10-18;Ativa;788;6898.21
97578-V;2258;Poupança;Brenda Carvalho;807.243.916-22;2020-08-23;28076.52;110.39;2024-10-20;Inativa;993;12078.54
16047-A;8729;Salário;Alice Alves;965.280.713-30;2022-08-23;30697.8;54.1;2023-03-16;Em Atraso;438;5951.79
48213-V;7468;Corrente;Maria Flor Leão;793.564.210-99;2023-06-06;37700.42;;2025-01-10;;455;16140.31
95772-Z;3472;Corrente;Maysa da Cruz;179.053.428-32;2020-10-31;28893.51;165.59;2024-02-12;Em Atraso;858;9061.54
20827-H;8333;Corrente;Maya da Rosa;049.731.625-07;2020-08-09;2868.96;7.76;2023-03-28;Em Atraso;27;6184.33
46434-P;4444;Corrente;Antonella Peixoto;362.719.548-55;2018-07-06;7449.79;115.76;2021-07-16;Inativa;683;7401.06
10486-R;9924;Poupança;;910.687.452-58;2016-01-21;41338.76;68.24;2023-06-03;Encerrada;679;17674.5
12358-B;5083;Salário;Sr. Pedro da Conceição;735.862.409-29;2016-03-05;20346.72;66.54;2018-10-08;Inativa;263;1496.24
78473-Z;7203;Salário;Kaique Cardoso;416.859.302-98;;5192.01;63.09;2017-06-28;Inativa;515;6116.49
91516-A;2058;Poupança;Camila da Cunha;910.786.524-49;2023-06-15;38907.17;101.52;2024-12-23;Encerrada;483;10962.51
71191-S;2709;Salário;Rebeca Siqueira;042.783.915-79;2019-10-27;43959.89;67.4;2022-06-08;Inativa;635;2870.31
38494-Z;1569;Salário;Dra. Larissa Borges;586.239.017-03;2022-03-14;5905.58;96.19;2024-11-04;Inativa;465;3080.75
89991-K;6338;Poupança;Bárbara da Cruz;657.830.291-30;2023-02-15;41303.71;1.07;2024-06-21;Inativa;9;6242.74
70120-G;9740;Corrente;Calebe Farias;045.962.371-07;2021-02-20;45299.17;100.53;2024-08-27;;382;13253.51
41784-V;7969;Salário;Srta. Liz Sousa;340.586.297-38;2018-12-09;21525.05;199.0;2021-04-07;Encerrada;859;6850.88
21946-H;2714;Corrente;Lorena da Mata;574.860.319-57;2019-01-14;21607.16;21.47;2021-07-02;Inativa;186;2617.53
79855-G;7682;Corrente;Vinicius da Rosa;682.940.375-83;2021-03-17;4493.82;116.38;2023-07-15;Em Atraso;404;6818.98
92359-K;2287;Corrente;Emanuella Cavalcante;485.962.037-29;2016-03-10;49284.87;98.66;2020-01-04;Inativa;426;43840.85
42481-J;7949;Poupança;Luiz Fernando da Rosa;729.560.438-38;2016-04-24;7206.81;81.82;2019-05-06;Inativa;709;2253.76
64015-J;1370;Poupança;Luiz Miguel Carvalho;645.302.187-08;2021-03-14;2584.1;98.53;2021-10-15;Em Atraso;454;8754.78
11858-X;1802;Poupança;Alícia Vasconcelos;214.936.587-19;2022-04-07;14359.07;75.04;2023-05-20;Ativa;607;9679.02
;8476;Salário;Dra. Ana Clara Almeida;067.152.934-06;2020-03-24;41740.6;;2020-10-10;Encerrada;877;16229.54
