PacienteID;Nome;CPF;Data_Nascimento;Genero;Data_Admissao;Data_Alta;Diagnostico;Procedimento;Quantidade_Exames;Custo_Total;Medico_Responsavel;Dias_Internacao
HOSP-02259;Miguel Moraes;479.310.582-32;2014-10-20;Feminino;2025-01-23;2025-02-17;Apendicite;Antibióticos;2;3052.32;Dr(a). da Mata;25
HOSP-02260;Gabriela Borges;960.417.583-10;1940-12-06;Masculino;2024-09-10;2024-09-27;Covid-19;Tratamento Clínico;4;3832.0;Dr(a). Ramos;17
;Maria Eduarda Brito;854.961.732-64;1967-08-30;Feminino;2024-07-24;2024-08-13;Trauma Crânio-Encefálico;Antibióticos;5;;Dr(a). Rezende;20
HOSP-02262;Camila Novais;458.632.970-00;1991-03-05;Feminino;2024-10-25;2024-11-02;Apendicite;Cirurgia Cardíaca;10;5635.34;Dr(a). Siqueira;8
HOSP-02263;Hellena Jesus;508.746.139-57;1965-07-20;Masculino;2024-03-05;2024-03-13;Fratura;Antibióticos;9;6522.61;Dr(a). Montenegro;8
HOSP-02264;José Pinto;832.974.561-91;1952-05-01;Feminino;2024-06-15;2024-07-12;Hipertensão;Tratamento Clínico;10;6156.38;Dr(a). Castro;27
HOSP-02265;Dr. Enzo Gabriel Moura;605.827.319-68;1935-09-21;Masculino;2024-12-12;2024-12-31;Fratura;Antibióticos;;6548.3;Dr(a). Barros;19
HOSP-02266;Maria Vitória da Costa;095.134.876-01;1957-10-22;Feminino;2025-01-04;2025-01-28;Fratura;Antibióticos;5;4881.58;Dr(a). Dias;24
HOSP-02267;Nicole Siqueira;190.328.467-87;1984-08-30;Masculino;2024-02-20;2024-03-10;Covid-19;Observação;2;3946.6;Dr(a). Novaes;19
HOSP-02268;Luana Cavalcanti;153.089.764-57;1947-07-04;Feminino;2024-08-09;2024-08-24;Fratura;Observação;3;4040.56;Dr(a). Ramos;15
HOSP-02269;Dr. Yago Sá;317.902.685-59;2014-01-17;Masculino;2024-10-03;2024-10-23;Fratura;Fisioterapia;1;2525.55;Dr(a). Garcia;20
HOSP-02270;Srta. Olivia Nogueira;275.938.140-41;1940-05-03;Masculino;2024-02-27;2024-03-12;Pneumonia;Cirurgia;4;4665.88;Dr(a). Ferreira;14
HOSP-02271;Dr. Davi Ribeiro;879.134.260-04;2014-12-21;Feminino;2024-02-14;2024-03-14;Fratura;Fisioterapia;4;4889.73;;29
HOSP-02272;Maysa Brito;368.971.524-55;1964-06-19;Feminino;2024-02-09;2024-02-26;Covid-19;Tratamento Clínico;1;2051.42;Dr(a). Teixeira;
HOSP-02273;Miguel Duarte;302.469.175-80;1989-09-23;Masculino;2024-08-05;2024-08-11;Fratura;Antibióticos;1;2002.9;Dr(a). da Cunha;6
HOSP-02274;João Silva;539.607.481-75;2023-04-09;Feminino;2024-11-26;2024-12-24;Covid-19;Fisioterapia;1;2050.46;Dr(a). Machado;28
HOSP-02275;Cecilia Duarte;108.239.475-05;2005-07-21;Masculino;2024-08-30;2024-09-04;Fratura;Antibióticos;3;4515.81;Dr(a). Rodrigues;5
HOSP-02276;Luiz Henrique Sousa;863.250.147-07;2023-04-04;Feminino;2024-11-24;2024-12-03;Hipertensão;Antibióticos;7;6649.2;Dr(a). Rios;9
HOSP-02277;Nicolas Dias;635.917.280-12;1993-02-22;Masculino;2024-12-01;;Infarto;Fisioterapia;7;5445.62;Dr(a). da Luz;8
HOSP-02278;Marcelo Abreu;458.312.697-28;1981-04-28;Masculino;2024-05-30;2024-06-19;Fratura;Observação;9;6958.56;Dr(a). Mendonça;20
HOSP-02279;Dr. Yuri Machado;810.742.369-04;1998-07-26;Masculino;2024-06-19;2024-07-12;Covid-19;Fisioterapia;10;8051.04;Dr(a). Vargas;23
HOSP-02280;Sr. Ravi Lucca Costela;834.052.697-92;1963-09-19;Masculino;2024-10-31;2024-11-29;Pneumonia;Cirurgia Cardíaca;1;2735.69;Dr(a). Jesus;29
HOSP-02281;Pedro Miguel Rezende;456.293.187-64;1942-10-08;Masculino;2024-09-14;2024-10-14;Hipertensão;Observação;10;6057.33;Dr(a). Porto;30
HOSP-02282;Emanuel Carvalho;278.519.430-60;1990-11-01;Masculino;2024-08-23;2024-09-10;Fratura;Fisioterapia;1;2322.66;Dr(a). Leão;18
HOSP-02283;Antony Montenegro;496.715.083-75;1961-03-18;Masculino;2024-06-03;2024-06-27;Fratura;Cirurgia Cardíaca;5;5141.13;Dr(a). Fogaça;216
HOSP-02284;Ravy Macedo;982.713.465-55;1996-07-27;Masculino;2024-08-15;2024-09-09;Trauma Crânio-Encefálico;Cirurgia;6;4819.08;Dr(a). da Costa;25
HOSP-02285;Luiz Gustavo Rezende;637.921.840-87;;Masculino;2024-04-06;2024-05-05;Diabetes Descompensada;Cirurgia;1;2586.78;Dr(a). Câmara;29
HOSP-02286;Ian Barbosa;506.843.917-75;1972-08-02;Masculino;2025-01-29;2025-02-17;Infarto;Cirurgia Cardíaca;10;7240.25;;19
HOSP-02287;Antonella Ferreira;157.694.320-80;1998-08-02;Masculino;2024-05-23;2024-06-20;Apendicite;Cirurgia;8;5842.86;Dr(a). Dias;28
HOSP-02288;Sr. Apollo da Paz;752.163.094-70;1991-04-27;Feminino;2024-05-12;2024-05-18;Apendicite;Cirurgia;4;4079.74;Dr(a). Rios;6
HOSP-02289;Rodrigo Barbosa;598.104.723-23;;Masculino;2024-09-03;2024-09-27;Pneumonia;Antibióticos;3;3450.61;Dr(a). Gonçalves;24
HOSP-02290;Srta. Maria Fernanda Silveira;078.192.436-78;1997-02-01;;2024-10-20;2024-11-09;Fratura;Antibióticos;2;3306.08;Dr(a). Cavalcanti;20
HOSP-02291;Bernardo Pacheco;801.436.927-04;1989-02-20;Feminino;2024-05-01;2024-05-16;Trauma Crânio-Encefálico;Antibióticos;10;6225.5;Dr(a). Costela;15
HOSP-02292;Dra. Juliana Duarte;375.824.901-50;;Masculino;2025-01-15;2025-02-01;Infarto;Tratamento Clínico;9;6200.88;Dr(a). Cardoso;17
HOSP-02293;Noah Barbosa;732.056.149-25;1937-03-26;Feminino;2024-11-01;2024-11-09;Pneumonia;Antibióticos;10;6916.2;Dr(a). Lima;8
HOSP-02294;Liz Porto;580.917.264-49;1941-01-06;Masculino;2024-07-29;2024-08-22;Covid-19;Antibióticos;5;4841.21;Dr(a). Castro;24
HOSP-02295;Henry Pires;782.963.410-69;1984-01-31;Feminino;2024-03-29;2024-04-06;Diabetes Descompensada;Observação;1;2935.29;Dr(a). Borges;8
HOSP-02296;Luiza Pinto;748.013.629-31;1987-02-05;Feminino;2024-04-09;2024-04-26;Fratura;Tratamento Clínico;3;4518.67;Dr(a). Pastor;17
HOSP-02297;Marina Dias;128.630.795-30;2024-11-14;Masculino;2024-11-02;2024-11-03;Trauma Crânio-Encefálico;Cirurgia Cardíaca;5;4045.57;Dr(a). Carvalho;1
HOSP-02298;Maria Clara Viana;875.692.340-65;1997-04-09;Feminino;2024-08-13;2024-08-31;Covid-19;Antibióticos;6;5266.83;Dr(a). Vasconcelos;18
HOSP-02299;Dr. Eduardo Monteiro;713.269.054-06;1946-11-01;Feminino;2024-05-05;2024-05-13;Pneumonia;Tratamento Clínico;4;5345.74;Dr(a). Correia;8
HOSP-02300;Sra. Isis Nunes;078.214.359-88;1965-01-13;Feminino;2024-12-17;2025-01-16;Trauma Crânio-Encefálico;Antibióticos;3;4319.53;Dr(a). Ribeiro;30
HOSP-02301;Dr. Bento Novais;473.985.061-39;1949-05-22;Feminino;2025-01-26;2025-02-22;Diabetes Descompensada;Cirurgia Cardíaca;3;3648.22;Dr(a). Guerra;27
HOSP-02302;Luísa Ramos;821.069.754-49;1992-02-11;Masculino;2025-01-12;2025-01-30;Diabetes Descompensada;Cirurgia;3;4575.63;Dr(a). Ramos;18
HOSP-02303;Paulo Nunes;249.715.036-25;1985-11-10;Feminino;2024-09-10;2024-10-03;Fratura;Tratamento Clínico;4;4924.66;Dr(a). Costa;23
HOSP-02304;Julia Sousa;687.342.590-74;;Feminino;2024-04-19;2024-04-28;Trauma Crânio-Encefálico;Cirurgia Cardíaca;10;7507.96;Dr(a). Barbosa;9
HOSP-02305;Samuel Vieira;043.758.129-23;1994-09-04;Masculino;2025-01-22;2025-01-26;Trauma Crânio-Encefálico;Fisioterapia;;6646.04;Dr(a). Borges;4
HOSP-02306;Antony da Conceição;894.735.206-38;1986-02-09;Feminino;2024-10-19;2024-11-01;Apendicite;Antibióticos;9;5273.95;Dr(a). Brito;13
HOSP-02307;Maria Silva;359.067.418-01;1973-07-05;Masculino;2024-11-17;2024-12-13;Pneumonia;Fisioterapia;100;7609.4;Dr(a). Sá;26
HOSP-02308;Luana Cavalcante;652.193.074-52;1988-06-18;Masculino;2025-01-19;2025-01-21;Infarto;Observação;1;2852.71;Dr(a). Castro;2
HOSP-02309;Maria Alice Correia;653.197.804-00;2003-10-19;Feminino;2024-10-28;2024-11-21;Fratura;Cirurgia Cardíaca;8;5391.92;Dr(a). Rocha;24
HOSP-02310;Dom Montenegro;974.513.862-28;1926-06-07;Masculino;2024-07-29;2024-08-24;Fratura;Observação;7;5501.62;Dr(a). Pacheco;26
HOSP-02311;Matheus das Neves;320.516.798-86;1934-08-27;Masculino;2024-08-06;;Hipertensão;Observação;2;3645.77;;3
HOSP-02312;João Miguel Freitas;825.670.349-00;1930-10-21;Masculino;2024-09-30;2024-10-07;Diabetes Descompensada;Cirurgia;8;5443.04;Dr(a). Correia;7
HOSP-02313;Bento Porto;342.561.079-16;1945-10-07;Feminino;2024-09-18;2024-09-30;Infarto;Cirurgia;7;5933.91;Dr(a). Farias;12
HOSP-02314;Kaique Nogueira;358.219.706-95;1995-05-29;Feminino;;2024-04-20;Diabetes Descompensada;Cirurgia Cardíaca;5;4612.87;Dr(a). Silva;5
HOSP-02315;Caleb da Mata;415.837.926-19;1936-05-03;Feminino;2024-12-28;2025-01-17;Covid-19;Fisioterapia;9;6438.48;Dr(a). Cunha;20
HOSP-02316;Heloísa Moura;156.924.387-55;2019-05-06;Feminino;2024-09-11;2024-09-12;Diabetes Descompensada;Antibióticos;1;2853.0;Dr(a). Jesus;7
HOSP-02317;Julia Vargas;521.304.876-53;1941-08-26;Masculino;2024-12-08;2024-12-29;Trauma Crânio-Encefálico;Cirurgia;4;3993.61;Dr(a). Câmara;21
HOSP-02318;Sr. Pedro Macedo;190.862.745-01;1960-05-01;Feminino;2024-04-22;2024-05-10;Trauma Crânio-Encefálico;Cirurgia Cardíaca;2;3452.7;Dr(a). Azevedo;18
HOSP-02319;Liz Aragão;827.549.031-60;2012-11-26;Masculino;2024-06-18;2024-07-09;Trauma Crânio-Encefálico;Antibióticos;150;6462.96;Dr(a). Araújo;21
HOSP-02320;Pedro Henrique Campos;081.652.479-30;2010-05-06;Feminino;2024-12-20;2024-12-29;Hipertensão;Fisioterapia;8;;Dr(a). Albuquerque;9
HOSP-02321;Ravi Lucca Abreu;283.617.409-96;1958-03-07;Feminino;2025-01-27;2025-01-31;Trauma Crânio-Encefálico;Observação;1;2296.99;Dr(a). Moraes;4
HOSP-02322;Miguel Campos;018.239.465-42;2016-12-10;Feminino;2024-08-11;2024-08-16;Fratura;Antibióticos;5;4065.48;Dr(a). Silva;5
HOSP-02323;Theodoro Rios;214.378.096-69;1956-10-13;Feminino;2024-11-04;2024-11-20;Pneumonia;Cirurgia Cardíaca;10;5582.42;Dr(a). Farias;16
HOSP-02324;Luiz Otávio Machado;310.548.269-51;1975-08-21;Feminino;2024-08-23;2024-08-31;Fratura;Fisioterapia;2;2941.64;Dr(a). Cunha;8
HOSP-02325;Asafe Cavalcanti;426.573.081-71;1948-01-06;Masculino;2024-05-14;2024-06-06;Diabetes Descompensada;Observação;6;4943.7;Dr(a). Cassiano;23
HOSP-02326;Dr. Samuel Castro;723.154.096-16;1998-12-09;Masculino;2025-01-29;2025-02-06;Covid-19;Antibióticos;10;6488.52;Dr(a). Caldeira;8
HOSP-02327;Bruno da Cunha;143.986.205-24;1982-11-17;Feminino;2024-08-22;2024-09-07;Covid-19;Tratamento Clínico;9;7117.24;Dr(a). Silva;16
HOSP-02328;Heitor Fonseca;298.416.753-82;1956-12-08;Feminino;2024-03-15;2024-03-26;Covid-19;Cirurgia;7;6900.67;Dr(a). Nascimento;11
HOSP-02329;Maria Liz Ribeiro;725.640.983-47;1983-09-16;Feminino;2024-09-27;2024-10-24;Apendicite;Cirurgia;5;5678.16;Dr(a). Moraes;27
HOSP-02330;Caio Cavalcante;540.768.312-17;1941-05-18;Feminino;2024-12-17;2024-12-31;Apendicite;Tratamento Clínico;6;4440.37;Dr(a). Cavalcante;14
HOSP-02331;Srta. Bianca Cardoso;512.839.476-09;1960-04-25;Feminino;2025-01-19;2025-01-25;Pneumonia;Observação;3;4569.4;Dr(a). da Rosa;6
HOSP-02332;Levi Vieira;179.036.825-12;1934-06-11;Feminino;2024-11-17;2024-12-02;Trauma Crânio-Encefálico;Fisioterapia;5;96823.26;Dr(a). Pastor;15
HOSP-02333;Fernanda Casa Grande;450.792.138-41;1995-03-20;Feminino;2024-04-07;2024-05-03;Apendicite;Fisioterapia;7;6268.69;Dr(a). Nunes;
HOSP-02334;Apollo Oliveira;473.258.619-82;1941-07-25;Feminino;2024-08-13;2024-08-17;Pneumonia;Tratamento Clínico;3;3610.75;Dr(a). Brito;4
HOSP-02335;Zoe Borges;816.470.352-44;1952-11-22;Masculino;2024-07-30;2024-08-25;Trauma Crânio-Encefálico;Antibióticos;1;2319.78;Dr(a). Campos;26
HOSP-02336;;076.539.241-07;1976-08-03;Feminino;2024-05-20;2024-05-31;Fratura;Antibióticos;6;6290.24;Dr(a). Vargas;11
HOSP-02337;Srta. Ana Júlia Rocha;283.901.456-42;1977-01-05;;2025-01-25;2025-02-12;Infarto;Antibióticos;96;3444.82;Dr(a). Melo;18
HOSP-02338;Lorena Borges;732.904.168-87;2003-10-29;Masculino;2024-12-08;2024-12-20;Trauma Crânio-Encefálico;Antibióticos;2;3240.82;Dr(a). Aragão;12
HOSP-02339;Kamilly Pastor;789.432.150-88;1955-01-20;Feminino;2024-10-28;2024-10-30;Infarto;Cirurgia Cardíaca;4;3931.06;Dr(a). Macedo;2
HOSP-02340;Caroline Montenegro;640.372.819-96;1985-09-14;Masculino;2024-07-22;2024-08-16;Hipertensão;Cirurgia Cardíaca;6;5264.51;Dr(a). da Paz;25
HOSP-02341;Murilo Ribeiro;316.087.924-04;1974-12-08;Masculino;2024-04-08;2024-04-18;Hipertensão;Antibióticos;1;2690.81;Dr(a). Farias;10
HOSP-02342;Manuella Vasconcelos;756.321.048-26;1988-01-27;Feminino;2024-02-23;2024-03-03;Covid-19;Antibióticos;3;4143.2;Dr(a). Rodrigues;9
HOSP-02343;Catarina Teixeira;645.189.032-42;1929-07-18;Feminino;2024-09-22;2024-10-20;Infarto;Tratamento Clínico;4;4342.63;Dr(a). Gonçalves;28
HOSP-02344;Sr. Emanuel Moura;930.245.871-79;1938-11-13;Feminino;2024-10-08;2024-11-05;Covid-19;Observação;5;3992.78;Dr(a). Guerra;28
HOSP-02345;Bryan Andrade;241.976.803-50;1965-01-30;Feminino;2025-01-26;2025-02-21;Infarto;Observação;6;6198.9;Dr(a). Aparecida;
HOSP-02346;;501.398.274-04;1989-09-30;Masculino;2024-04-02;2024-04-04;Infarto;Cirurgia Cardíaca;2;;Dr(a). Pinto;2
HOSP-02347;Ana Carolina Pimenta;493.678.152-55;1938-05-21;Feminino;2025-01-07;2025-01-14;Covid-19;Antibióticos;4;3880.42;Dr(a). Azevedo;7
HOSP-02348;Dra. Ágatha Souza;645.198.702-67;1925-07-27;Masculino;2024-08-16;2024-09-10;Hipertensão;Cirurgia;8;5746.9;Dr(a). Novaes;25
HOSP-02349;Alana Camargo;148.937.502-32;1942-10-19;Feminino;2024-04-03;2024-04-06;Hipertensão;Cirurgia;1;2704.47;Dr(a). Nunes;3
HOSP-02350;Ana Clara Martins;093.428.761-96;1934-10-27;Feminino;2024-06-17;2024-07-03;Infarto;Antibióticos;4;3984.51;Dr(a). Melo;16
HOSP-02351;Lucas Gabriel Monteiro;047.382.591-05;2002-07-17;Feminino;2024-06-29;2024-07-18;Fratura;Fisioterapia;2;3690.51;Dr(a). Duarte;19
HOSP-02352;Pedro Lucas Moreira;301.592.864-33;1976-12-27;Masculino;2024-08-01;2024-08-26;Trauma Crânio-Encefálico;Antibióticos;;;Dr(a). Brito;25
HOSP-02353;Mariah Jesus;578.024.693-92;1966-03-15;Feminino;2024-05-05;2024-06-01;Hipertensão;Antibióticos;1;2300.28;Dr(a). Martins;27
HOSP-02354;Natália Siqueira;327.615.980-59;1966-06-06;Feminino;2024-03-10;2024-03-15;Diabetes Descompensada;Observação;2;3579.33;Dr(a). Leão;5
;Yan Jesus;435.972.681-37;1925-11-23;Feminino;2024-05-17;2024-06-13;Diabetes Descompensada;Cirurgia;4;4859.11;Dr(a). Gomes;27
HOSP-02356;Isabel Duarte;698.371.052-59;2008-05-10;Feminino;2024-05-26;2024-06-07;Hipertensão;Fisioterapia;2;2726.68;Dr(a). da Rosa;12
HOSP-02357;José Miguel Pereira;418.967.502-49;1949-02-03;Masculino;2024-05-26;2024-06-03;Infarto;Cirurgia Cardíaca;;5376.02;Dr(a). Santos;8
HOSP-02358;Elisa Azevedo;461.238.597-73;2006-11-23;Feminino;2024-09-19;2024-09-20;Diabetes Descompensada;Antibióticos;4;3825.12;Dr(a). Correia;1
HOSP-02359;Raul Pereira;754.962.301-52;1954-08-21;Masculino;2025-01-05;;Pneumonia;Tratamento Clínico;5;5226.72;Dr(a). Cirino;28
HOSP-02360;Kamilly Garcia;051.729.648-94;1979-08-08;Masculino;2024-03-30;2024-04-12;Pneumonia;Cirurgia Cardíaca;3;3550.14;Dr(a). Cavalcanti;13
HOSP-02361;Maysa Teixeira;417.860.593-39;1961-12-28;Feminino;2024-09-03;2024-09-07;Covid-19;Cirurgia;2;2748.91;Dr(a). Ramos;4
HOSP-02362;João Gabriel Rios;730.896.542-29;1977-11-27;Feminino;2024-08-26;2024-09-14;Infarto;Antibióticos;1;18107.84;Dr(a). Ramos;19
HOSP-02363;Pedro Miguel Sá;706.859.124-85;2011-08-27;Masculino;2024-09-06;2024-09-12;Trauma Crânio-Encefálico;Observação;9;7139.91;Dr(a). Machado;6
HOSP-02364;Sr. Luan Macedo;;1977-12-01;Feminino;2024-10-23;2024-11-15;Infarto;Antibióticos;8;6253.44;Dr(a). Cassiano;23
HOSP-02365;Julia Silveira;457.086.193-84;1951-05-14;Feminino;2024-03-24;2024-03-26;Hipertensão;Antibióticos;1;2463.74;Dr(a). Moura;2
HOSP-02366;Sr. Heitor Silva;378.620.419-50;2011-09-29;Masculino;2025-01-28;2025-02-21;Fratura;Cirurgia;9;98623.58;Dr(a). Oliveira;24
HOSP-02367;Ana Luiza Casa Grande;370.984.526-29;1976-11-27;Feminino;2024-08-26;2024-09-06;Covid-19;Observação;2;2831.2;Dr(a). Siqueira;11
HOSP-02368;Dra. Maria Cecília Moura;806.251.347-53;1929-05-25;Feminino;;2024-05-31;Diabetes Descompensada;Observação;3;3863.29;Dr(a). Campos;3
HOSP-02369;Thomas Porto;209.583.761-40;1983-02-18;Feminino;2024-10-08;2024-10-13;Covid-19;Fisioterapia;7;5884.25;Dr(a). das Neves;5
HOSP-02370;Dr. Luiz Fernando Castro;627.954.301-34;1970-03-24;Masculino;2024-09-04;2024-09-19;Apendicite;Cirurgia;8;107227.69;Dr(a). Leão;15
HOSP-02371;Felipe Ribeiro;430.578.629-00;1977-04-08;Masculino;2024-08-26;2024-09-07;Hipertensão;Fisioterapia;5;4999.25;Dr(a). da Conceição;12
HOSP-02372;Valentina Siqueira;359.761.028-59;1987-03-05;Feminino;2024-06-03;2024-07-01;Hipertensão;Fisioterapia;5;5475.98;Dr(a). Freitas;28
HOSP-02373;Emanuelly Peixoto;608.591.432-60;1975-04-04;Feminino;2024-07-06;2024-07-28;Diabetes Descompensada;Observação;2;3920.84;Dr(a). Almeida;22
HOSP-02374;Luigi Sales;761.248.930-96;2005-03-10;Masculino;2024-07-11;2024-07-15;Fratura;Antibióticos;9;7659.52;Dr(a). da Conceição;4
HOSP-02375;Ana Clara Ramos;410.978.536-75;1952-11-14;Feminino;2024-02-11;2024-03-08;Apendicite;Fisioterapia;8;6941.23;Dr(a). Peixoto;26
HOSP-02376;Caio Moreira;782.594.063-65;1983-09-08;Masculino;2024-06-08;2024-06-10;Infarto;Tratamento Clínico;1;2169.06;Dr(a). da Mata;2
HOSP-02377;Thales Monteiro;713.062.495-70;2006-04-11;Masculino;2024-06-15;2024-07-14;Fratura;Antibióticos;7;5095.89;Dr(a). Dias;29
HOSP-02378;Liz Pacheco;310.695.487-66;1925-01-15;Feminino;2024-05-08;2024-05-10;Hipertensão;Cirurgia Cardíaca;10;6248.14;Dr(a). da Rosa;
HOSP-02379;Sr. Daniel Pires;435.976.081-75;1925-06-20;Feminino;2024-12-28;2025-01-24;Hipertensão;Observação;9;5831.3;Dr(a). Aparecida;27
HOSP-02380;Catarina Moreira;296.534.170-61;1972-03-17;Masculino;2024-07-15;2024-08-10;Trauma Crânio-Encefálico;Antibióticos;10;7755.61;Dr(a). Guerra;26
HOSP-02381;;381.476.950-39;1986-10-22;Feminino;2025-01-14;;Covid-19;Cirurgia Cardíaca;8;6304.72;Dr(a). Nascimento;30
HOSP-02382;Vinícius Siqueira;921.783.564-19;2013-04-20;Masculino;2024-12-06;2024-12-16;Covid-19;Cirurgia;5;4581.16;Dr(a). Rezende;10
HOSP-02383;Dr. Augusto Mendes;945.286.701-94;2021-08-01;Feminino;2024-03-08;;Infarto;Observação;;2493.07;Dr(a). Siqueira;25
HOSP-02384;Daniela Gonçalves;436.152.087-90;1993-10-11;;2024-05-14;2024-06-08;Trauma Crânio-Encefálico;Antibióticos;6;4864.98;Dr(a). Sá;25
HOSP-02385;Ana Casa Grande;732.096.854-10;1961-01-07;Masculino;2024-03-25;2024-04-11;Apendicite;Observação;3;4360.82;Dr(a). Pires;17
HOSP-02386;Camila Borges;870.465.913-93;2009-07-14;Masculino;2024-02-17;2024-02-18;Apendicite;Antibióticos;9;6472.16;Dr(a). Nascimento;1
HOSP-02387;Raul Aparecida;037.189.564-20;1945-01-21;Masculino;2024-12-14;2025-01-09;Infarto;Cirurgia Cardíaca;3;4040.92;Dr(a). Fernandes;26
HOSP-02388;Milena Borges;389.541.760-20;1961-02-22;Feminino;2024-09-01;2024-09-06;Trauma Crânio-Encefálico;Antibióticos;1;2553.97;Dr(a). Pires;5
HOSP-02389;Maria Júlia Leão;409.753.618-48;1954-02-22;;2024-09-01;2024-09-02;Covid-19;Tratamento Clínico;2;2850.96;Dr(a). Lima;1
HOSP-02390;Anthony Gabriel Câmara;146.037.892-03;1943-11-02;Feminino;2025-01-14;2025-02-03;Pneumonia;Cirurgia Cardíaca;10;7955.2;Dr(a). Sousa;20
HOSP-02391;Lara Sales;805.721.694-85;1947-03-22;Feminino;2024-06-20;2024-07-09;Apendicite;Cirurgia;2;3956.66;;19
HOSP-02392;Emanuelly Casa Grande;790.582.134-04;1969-11-18;Masculino;2024-11-15;2024-11-22;;Observação;7;6946.65;Dr(a). Jesus;7
HOSP-02393;Lívia Teixeira;021.546.973-99;1990-01-20;Feminino;2024-02-19;2024-02-27;Infarto;Observação;6;5352.93;Dr(a). Ramos;8
HOSP-02394;Lavínia Carvalho;087.216.534-53;;Masculino;2024-12-19;2025-01-05;Hipertensão;Antibióticos;9;5814.12;;17
HOSP-02395;Sr. Nicolas da Rosa;701.932.468-13;1949-08-22;Masculino;2024-07-24;2024-08-08;Fratura;Fisioterapia;7;4735.02;Dr(a). Sales;15
HOSP-02396;Felipe Melo;186.029.473-13;1937-12-01;Feminino;2024-03-27;2024-04-07;Apendicite;Cirurgia;3;3762.46;Dr(a). da Mata;11
HOSP-02397;Letícia Rios;894.073.512-97;1943-12-28;Masculino;2024-09-03;2024-09-14;Covid-19;Fisioterapia;;5225.3;Dr(a). Andrade;11
HOSP-02398;Laís Mendonça;342.075.981-97;2014-01-28;Masculino;2024-04-28;2024-05-08;Diabetes Descompensada;Fisioterapia;10;7403.24;Dr(a). Pires;10
HOSP-02399;;861.792.034-31;1950-09-05;Feminino;2025-01-05;2025-01-24;Diabetes Descompensada;Cirurgia;1;2300.6;Dr(a). Brito;19
HOSP-02400;Aylla Vieira;981.563.427-55;1965-03-15;Feminino;2024-12-01;2024-12-15;Infarto;Fisioterapia;4;4127.61;Dr(a). Alves;14
HOSP-02401;Sr. Vitor Hugo Barros;186.925.704-94;1970-05-01;Masculino;;2024-11-08;Trauma Crânio-Encefálico;Antibióticos;2;3454.94;Dr(a). Gomes;9
HOSP-02402;Olívia Novais;129.537.648-28;1973-11-17;Feminino;2024-05-05;2024-05-13;Covid-19;Tratamento Clínico;10;6015.05;Dr(a). Fogaça;8
HOSP-02403;Marcelo Castro;071.284.596-85;1940-10-11;Feminino;2024-02-09;2024-02-29;Trauma Crânio-Encefálico;Cirurgia Cardíaca;1;2356.25;Dr(a). Câmara;20
HOSP-02404;Sr. Isaac Andrade;142.085.673-17;1934-04-02;Masculino;2024-07-21;2024-07-29;Hipertensão;Cirurgia;7;6731.45;Dr(a). Araújo;8
HOSP-02405;Emilly Barbosa;386.210.574-17;1974-02-15;Masculino;2024-09-07;2024-09-15;Hipertensão;Cirurgia Cardíaca;5;4594.16;Dr(a). Martins;8
HOSP-02406;Maria Sophia Moura;708.493.516-93;1951-04-11;Feminino;2024-10-04;2024-11-02;Trauma Crânio-Encefálico;Antibióticos;8;6661.13;Dr(a). Campos;29
HOSP-02407;Maitê Lopes;568.310.724-53;1941-01-24;Masculino;2024-07-25;2024-08-13;;Tratamento Clínico;9;5811.68;Dr(a). Caldeira;19
HOSP-02408;Léo Mendonça;985.421.360-98;2012-04-24;Masculino;2024-07-20;2024-08-11;Covid-19;Antibióticos;2;2854.85;Dr(a). Mendonça;22
HOSP-02409;Rafael Abreu;764.528.309-29;1942-10-02;Feminino;2024-12-08;2024-12-10;Covid-19;Cirurgia;4;4798.48;Dr(a). Borges;2
HOSP-02410;Henrique da Conceição;406.195.783-00;1971-05-07;Feminino;2025-01-07;2025-01-14;Covid-19;Fisioterapia;7;5248.01;Dr(a). Marques;7
HOSP-02411;João Lucas Aparecida;360.521.784-26;2021-02-10;Masculino;2024-05-07;2024-05-20;Fratura;Tratamento Clínico;9;7005.13;Dr(a). Montenegro;13
HOSP-02412;Lorena da Costa;438.265.019-42;2019-03-12;Masculino;2024-02-18;;Diabetes Descompensada;Cirurgia;3;3413.08;Dr(a). da Cunha;10
;Clara Correia;036.294.781-31;2008-02-29;Feminino;2024-12-05;2024-12-07;Hipertensão;Cirurgia Cardíaca;3;4237.23;Dr(a). Cardoso;2
HOSP-02414;Sra. Manuella Sousa;862.951.470-11;1933-10-24;Feminino;2024-04-25;2024-04-28;Covid-19;Tratamento Clínico;8;;Dr(a). Câmara;3
HOSP-02415;Ian Cavalcanti;503.897.146-66;1994-10-07;Masculino;2024-09-09;2024-10-03;Trauma Crânio-Encefálico;Antibióticos;10;5914.24;Dr(a). da Rosa;24
HOSP-02416;Natália Moraes;137.582.940-88;1959-08-23;Masculino;2025-01-17;2025-02-16;Covid-19;Antibióticos;6;5396.5;Dr(a). Souza;30
HOSP-02417;Guilherme Rodrigues;689.427.531-91;1981-12-18;Masculino;2024-03-16;2024-03-29;Pneumonia;Cirurgia;1;2897.11;Dr(a). Rocha;13
HOSP-02418;;517.096.382-30;1978-04-19;Feminino;2025-01-16;2025-01-27;Apendicite;Cirurgia;18;2268.56;Dr(a). da Paz;11
